id,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,wine_type,quality
3022,7.6,0.46,0.61,0.9,0.11,12,16,1.0009,3.41,0.62,8.9,red,5
3023,7.8,0.38,0.27,13.8,0.043,19,151,1.0005,3.12,0.41,10.0,white,5
3024,7.1,0.3,0.56,13.8,0.031,40,146,0.9962,3.13,0.54,9.0,white,5
3025,7.2,0.51,0.18,0.9,0.086,1,32,0.9935,3.62,0.87,10.7,red,6
3026,6.9,0.32,0.39,7.9,0.009,27,105,0.9969,3.24,0.67,11.9,white,8
3027,6.9,0.31,0.5,1.4,0.058,10,124,0.9921,3.61,0.64,12.0,white,7
3029,8.0,0.26,0.48,0.6,0.062,46,130,0.9936,3.18,0.41,10.1,white,5
3030,7.0,0.4,0.36,6.8,0.016,8,194,0.9934,3.0,0.29,10.3,white,3
3031,6.3,0.47,0.26,1.5,0.009,49,160,0.9887,3.26,0.32,9.9,white,5
3032,7.8,0.23,0.23,1.0,0.154,47,176,0.99,3.07,0.41,9.1,white,5
3033,11.2,0.23,0.96,1.4,0.098,16,43,0.9971,3.39,0.92,8.4,red,6
3036,7.4,0.3,0.28,6.6,0.047,20,152,0.9916,3.2,0.31,10.8,white,5
3037,5.4,0.08,0.25,5.4,0.023,33,124,0.9929,3.15,0.61,11.2,white,8
3039,5.3,0.42,0.27,1.6,0.074,40,97,0.9954,3.07,0.55,10.7,white,6
3041,8.3,0.59,0.14,3.8,0.048,9,41,0.9994,3.13,0.47,11.1,red,5
3043,7.5,0.19,0.46,12.1,0.022,10,108,0.9943,2.83,0.5,9.4,white,8
3045,7.3,0.57,0.18,1.3,0.137,6,57,0.9966,3.13,0.78,10.4,red,4
3048,7.4,0.15,0.56,9.3,0.058,49,73,0.9948,3.49,0.4,9.8,white,6
3049,6.8,0.27,0.41,1.6,0.088,33,242,0.991,3.13,0.65,12.0,white,6
3050,7.4,0.87,0.33,7.3,0.12,11,33,0.9975,3.33,0.68,8.8,red,4
3051,7.0,0.21,0.24,4.9,0.083,14,132,0.9904,3.13,0.53,11.5,white,6
3053,6.4,0.14,0.54,12.1,0.105,46,161,0.9963,2.97,0.29,9.3,white,6
3054,7.8,0.08,0.39,0.9,0.009,45,210,0.9922,3.26,0.55,8.5,white,6
3055,7.2,0.34,0.47,7.8,0.09,38,92,0.9929,3.18,0.61,9.7,white,6
3056,6.8,0.16,0.39,3.3,0.016,23,135,0.9957,3.25,0.59,9.5,white,6
3058,6.9,0.19,0.24,1.3,0.065,42,130,0.9937,3.37,0.42,9.7,white,5
3061,7.0,0.43,1.0,3.5,0.106,7,70,0.9982,3.55,0.72,11.4,red,6
3062,7.4,0.08,0.46,8.8,0.052,66,32,0.987,3.35,0.42,8.9,white,6
3065,8.7,0.57,0.05,2.5,0.049,4,14,0.9942,3.32,0.58,9.0,red,4
3066,8.9,1.09,0.8,8.3,0.114,1,76,0.9934,3.09,0.54,9.0,red,3
3067,9.7,0.34,0.04,6.1,0.098,4,93,0.995,3.24,0.69,10.3,red,6
3068,9.4,0.63,0.22,1.0,0.108,28,74,0.9944,3.15,0.57,9.0,red,5
3069,9.9,0.24,0.01,0.9,0.096,1,65,0.9968,3.21,0.63,9.8,red,6
3070,7.2,0.41,0.44,0.9,0.109,1,41,0.9977,3.17,0.83,8.4,red,6
3071,4.6,0.28,0.31,0.9,0.09,5,40,0.9977,3.59,0.81,11.4,red,8
3072,5.7,0.29,0.38,0.9,0.047,41,129,0.9942,3.32,0.37,11.6,white,5
3074,8.5,0.34,0.53,1.8,0.012,67,56,0.9959,3.24,0.72,8.6,red,4
3076,6.6,0.28,0.21,1.6,0.041,43,109,0.9966,3.08,0.61,9.0,white,6
3077,8.4,0.18,0.19,4.8,0.049,30,125,0.9978,3.4,0.54,8.0,white,5
3078,6.3,0.23,0.45,1.6,0.059,47,141,0.9918,3.38,0.78,9.9,white,7
3082,6.1,0.16,0.24,5.1,0.042,24,141,0.9931,3.21,0.62,10.0,white,7
3083,6.2,0.26,0.33,3.6,0.085,47,169,0.993,3.1,0.56,10.2,white,5
3085,7.9,0.29,0.45,4.1,0.031,47,135,0.9965,3.36,0.54,13.4,white,8
3086,6.8,0.5,0.44,3.9,0.011,78,161,0.991,3.11,0.63,10.8,white,6
3087,8.9,0.24,0.25,1.5,0.011,54,85,0.9981,3.03,0.53,11.6,white,7
3088,6.9,0.29,0.42,8.4,0.083,39,55,0.9919,3.03,0.42,11.9,white,6
3089,5.8,0.25,0.26,1.4,0.026,18,174,0.9925,3.1,0.54,10.5,white,6
3090,6.9,0.39,0.31,4.2,0.038,13,165,0.992,3.16,0.61,10.4,white,5
3092,7.1,0.3,0.29,1.9,0.031,52,87,0.9912,2.82,0.33,11.5,white,6
3093,7.7,0.4,0.44,2.5,0.083,52,90,0.9936,3.04,0.68,9.7,white,6
3094,8.1,0.32,0.48,1.0,0.009,38,121,0.991,3.23,0.45,11.9,white,6
3096,8.5,0.47,0.42,0.9,0.012,22,6,0.9975,3.35,0.82,10.6,red,5
3097,8.3,0.27,0.05,0.9,0.03,18,58,0.994,3.43,0.63,8.9,red,6
3098,7.2,0.3,0.22,15.0,0.013,34,150,0.9912,3.08,0.49,9.5,white,5
3099,6.7,0.22,0.38,4.0,0.011,25,184,0.9962,3.14,0.44,12.9,white,7
3100,5.9,0.32,0.22,4.4,0.009,43,134,0.9965,3.33,0.56,10.4,white,5
3101,10.2,0.53,0.05,5.4,0.143,10,57,0.9953,3.36,0.97,11.3,red,6
3104,8.1,0.31,0.36,25.9,0.111,38,157,0.996,3.17,0.59,11.4,white,6
3106,6.4,0.13,0.29,12.4,0.025,57,135,0.9971,3.33,0.58,9.1,white,6
3107,6.3,0.27,0.28,1.9,0.013,38,253,0.9961,3.22,0.48,8.0,white,4
3109,6.6,0.22,0.3,2.1,0.055,41,125,0.9914,3.11,0.34,10.2,white,4
3110,6.5,0.18,0.26,0.6,0.015,58,233,0.9886,3.32,0.48,9.5,white,4
3111,7.9,0.33,0.5,3.0,0.018,67,149,0.9955,3.11,0.55,9.4,white,5
3112,7.8,0.29,0.06,0.9,0.104,18,49,0.9984,3.36,0.73,10.6,red,6
3114,8.1,0.33,0.19,1.7,0.023,50,106,0.9959,3.26,0.46,9.6,white,5
3116,7.9,0.15,0.21,8.9,0.024,25,139,0.9974,3.11,0.53,10.4,white,6
3117,9.0,0.4,0.21,0.9,0.126,1,8,0.9959,3.39,0.66,11.4,red,7
3118,7.1,0.29,0.42,0.6,0.047,49,109,0.9943,3.26,0.65,9.0,white,5
3120,6.5,0.34,0.5,10.8,0.009,5,47,0.9986,3.35,0.48,9.6,white,6
3121,6.6,0.48,0.24,4.2,0.135,10,7,0.9971,3.53,0.87,10.1,red,4
3122,6.3,0.46,0.37,9.9,0.009,68,89,0.9968,3.31,0.47,11.2,white,6
3124,4.7,0.45,0.08,0.9,0.121,5,45,0.9964,3.25,0.9,12.4,red,7
3125,7.2,0.59,0.26,3.3,0.095,2,50,0.9927,3.09,0.53,9.4,red,5
3127,5.5,0.16,0.42,5.2,0.009,11,108,0.9979,3.12,0.4,9.7,white,6
3128,6.7,0.33,0.15,1.1,0.01,43,49,0.9952,3.0,0.68,9.3,white,6
3130,7.4,0.18,0.37,10.4,0.099,16,156,0.9917,3.0,0.47,11.3,white,6
3131,7.4,0.71,0.23,3.5,0.187,4,39,0.9968,3.32,0.96,11.6,red,6
3132,6.9,0.25,0.2,10.5,0.009,57,75,0.9937,3.27,0.51,11.6,white,6
3133,6.9,0.4,0.33,12.6,0.009,24,184,0.9914,3.01,0.65,8.6,white,4
3134,6.1,0.35,0.6,7.5,0.009,52,184,0.9918,2.99,0.54,11.0,white,6
3135,9.9,0.42,0.1,2.9,0.116,6,75,0.9982,3.36,0.83,10.8,red,4
3136,8.2,0.36,0.52,8.3,0.16,21,168,0.9935,3.23,0.5,10.8,white,7
3137,7.2,0.29,0.38,0.6,0.015,33,130,0.9934,3.14,0.4,9.0,white,6
3138,8.0,0.11,0.5,19.8,0.009,12,126,0.9964,3.22,0.57,8.8,white,6
3139,6.5,0.25,0.4,14.4,0.16,34,94,0.9959,3.6,0.32,9.3,white,5
3140,7.4,0.21,0.47,2.1,0.024,39,171,0.9973,2.95,0.47,9.7,white,6
3141,6.6,0.5,0.61,7.1,0.011,2,143,0.995,3.41,0.39,12.1,white,5
3142,5.4,0.16,0.31,5.2,0.05,69,128,0.9948,3.4,0.5,10.5,white,7
3144,5.4,0.39,0.57,7.2,0.009,46,146,0.9883,3.42,0.68,9.9,white,6
3145,6.7,0.24,0.46,2.4,0.009,41,127,0.9979,3.15,0.4,8.4,white,5
3146,6.3,0.19,0.34,10.0,0.009,45,112,0.9959,3.11,0.51,11.5,white,7
3147,6.7,0.37,0.26,0.6,0.075,22,83,0.9931,3.19,0.37,10.3,white,6
3148,6.6,0.28,0.28,9.4,0.063,58,151,0.9933,2.88,0.45,10.8,white,5
3149,6.0,0.3,0.43,0.8,0.015,19,115,0.995,3.18,0.34,10.9,white,6
3150,6.7,0.28,0.35,11.4,0.08,34,222,0.9949,3.33,0.54,9.1,white,4
3151,4.5,0.22,0.3,3.7,0.041,55,185,0.9942,3.1,0.64,10.0,white,7
3152,7.5,0.25,0.27,0.6,0.086,12,94,0.9913,3.25,0.72,10.0,white,7
3153,7.7,0.23,0.41,1.6,0.009,41,157,0.9956,3.18,0.53,10.1,white,6
3154,11.1,0.36,0.41,1.1,0.113,5,38,0.9951,3.34,0.64,8.9,red,5
3155,6.5,0.16,0.32,0.6,0.009,25,144,0.9944,3.33,0.42,11.9,white,6
3156,5.9,0.34,0.28,1.5,0.041,62,180,0.9938,3.05,0.56,10.9,white,5
3157,9.9,0.32,0.67,0.9,0.012,11,76,0.9971,3.18,0.63,10.8,red,7
3158,6.4,0.27,0.38,19.9,0.067,65,108,0.9938,2.96,0.44,8.5,white,5
3159,4.8,0.19,0.39,1.9,0.124,54,117,0.9906,2.99,0.65,11.7,white,6
3160,7.0,0.22,0.44,5.2,0.057,15,134,0.9926,3.37,0.51,10.0,white,6
3161,7.1,0.31,0.13,19.3,0.093,47,125,0.9993,3.3,0.49,10.4,white,6
3162,7.0,0.33,0.26,4.5,0.033,36,114,0.9985,3.34,0.6,11.8,white,6
3164,6.1,0.21,0.35,5.4,0.078,47,156,0.9942,3.19,0.52,11.5,white,6
3165,7.2,0.23,0.43,0.6,0.092,44,152,0.9932,3.23,0.57,9.9,white,4
3166,6.9,0.31,0.29,6.7,0.016,50,191,0.9896,3.06,0.43,10.3,white,7
3167,7.0,0.34,0.47,5.4,0.015,53,99,0.9961,3.2,0.22,11.3,white,5
3168,7.7,0.23,0.55,9.1,0.077,56,148,0.9981,3.35,0.4,9.6,white,6
3169,7.7,0.36,0.25,0.9,0.128,3,127,0.9969,3.4,0.49,10.7,red,6
3170,6.4,0.17,0.46,13.8,0.009,51,55,0.9944,3.02,0.6,10.1,white,7
3172,6.0,0.24,0.16,0.6,0.009,27,95,0.9922,3.09,0.6,10.5,white,6
3174,5.7,0.38,0.18,3.3,0.009,50,121,0.9879,3.25,0.51,10.9,white,6
3175,5.7,0.28,0.55,9.6,0.018,73,135,0.9973,3.23,0.47,8.7,white,6
3176,6.6,0.24,0.55,3.5,0.096,53,167,0.9974,3.01,0.33,10.5,white,6
3177,6.2,0.14,0.06,1.0,0.045,12,154,0.9957,2.99,0.5,12.9,white,6
3178,7.6,0.2,0.32,1.5,0.016,67,98,0.9926,3.02,0.59,11.6,white,7
3179,7.1,0.24,0.39,1.9,0.009,36,198,0.9918,3.17,0.44,10.4,white,6
3181,6.3,0.33,0.51,0.9,0.009,36,132,0.9965,3.23,0.58,13.2,white,8
3182,7.3,0.31,0.32,2.5,0.009,58,177,0.9979,3.19,0.77,10.6,white,6
3183,8.9,0.44,0.21,1.5,0.175,3,114,0.9968,3.03,0.77,10.4,red,6
3184,6.2,0.58,0.17,5.4,0.115,30,33,0.997,3.23,0.66,9.6,red,5
3185,6.5,0.31,0.36,2.4,0.021,19,137,0.995,3.11,0.44,11.2,white,6
3186,7.6,0.43,0.53,8.3,0.031,29,123,0.9975,2.86,0.47,10.3,white,3
3187,6.5,0.27,0.37,3.7,0.081,50,164,0.9946,3.25,0.34,10.3,white,4
3189,6.6,0.17,0.32,6.9,0.032,25,134,0.992,3.05,0.53,10.4,white,7
3191,6.3,0.48,0.22,2.1,0.052,14,167,0.9976,3.0,0.58,8.3,white,4
3193,7.9,0.47,0.39,4.1,0.058,20,27,0.9961,3.46,0.8,11.1,red,7
3194,11.2,0.47,0.17,1.6,0.07,10,21,1.0006,3.29,0.5,9.6,red,6
3195,6.7,0.2,0.41,2.1,0.023,43,126,0.9941,3.33,0.45,10.7,white,5
3196,9.3,0.2,0.25,13.6,0.009,36,84,0.994,3.03,0.43,12.3,white,6
3197,6.8,0.15,0.23,8.2,0.013,50,159,0.9956,3.02,0.59,11.0,white,6
3198,6.0,0.32,0.51,18.0,0.043,16,185,0.9948,3.19,0.43,10.9,white,5
3200,7.9,0.11,0.57,13.3,0.061,53,178,0.9917,3.25,0.58,10.1,white,6
3201,5.8,0.71,0.05,1.8,0.11,24,93,0.9937,3.34,0.64,10.1,red,5
3202,10.2,0.71,0.65,2.1,0.012,72,6,0.9968,3.07,0.45,10.9,red,5
3203,7.0,0.26,0.28,0.6,0.009,19,116,0.9958,3.4,0.56,9.7,white,6
3206,8.9,0.62,0.02,0.9,0.098,46,93,0.9973,3.35,0.33,10.1,red,4
3207,6.7,0.35,0.35,13.8,0.009,18,126,0.9958,3.16,0.37,11.2,white,7
3208,6.3,0.19,0.33,14.7,0.072,34,100,0.9907,3.05,0.56,10.6,white,6
3209,8.2,0.28,0.1,2.8,0.068,61,143,0.9936,3.39,0.45,11.8,white,6
3210,6.6,0.13,0.51,2.4,0.019,21,147,0.9968,3.26,0.53,11.7,white,7
3211,7.4,0.4,0.26,3.1,0.056,35,153,0.9918,3.08,0.5,9.8,white,3
3212,6.7,0.16,0.14,10.9,0.04,59,160,0.9905,3.21,0.61,11.4,white,6
3214,9.9,0.45,0.3,1.5,0.054,5,87,0.9995,3.44,0.67,10.3,red,6
3215,5.7,0.28,0.27,3.1,0.048,80,81,0.9946,3.35,0.53,10.7,white,6
3216,6.4,0.25,0.18,1.8,0.016,44,122,0.9968,3.48,0.39,8.7,white,4
3217,7.1,0.31,0.16,28.4,0.016,30,80,0.9901,3.32,0.5,11.7,white,6
3218,15.0,0.24,0.16,0.9,0.095,2,76,0.9983,3.34,0.96,9.5,red,6
3219,12.1,0.29,0.27,1.2,0.096,21,66,0.9945,3.59,0.78,9.7,red,7
3220,4.6,0.46,0.23,1.0,0.012,56,33,0.9971,3.19,0.76,8.4,red,6
3221,7.9,0.19,0.4,1.1,0.115,42,102,0.991,3.29,0.53,11.3,white,7
3222,6.8,0.18,0.2,0.6,0.017,54,240,0.9932,3.33,0.36,11.5,white,6
3223,7.9,0.46,0.32,4.3,0.009,39,182,0.9944,3.37,0.26,9.6,white,4
3224,6.8,0.37,0.39,11.8,0.02,2,107,0.9923,3.28,0.39,12.4,white,6
3225,7.1,0.28,0.28,1.5,0.031,22,177,0.9899,3.32,0.62,12.4,white,6
3226,8.0,0.73,0.34,4.1,0.049,1,42,0.9983,3.41,0.51,9.9,red,5
3227,9.3,0.53,0.4,0.9,0.098,3,20,0.9982,3.37,0.56,10.9,red,6
3228,6.9,0.21,0.2,4.6,0.048,17,202,0.9953,2.89,0.43,11.1,white,5
3229,5.6,0.4,0.64,8.3,0.02,56,58,0.997,3.32,0.5,9.6,white,6
3230,6.4,0.21,0.39,1.0,0.072,56,148,0.9936,3.31,0.45,9.4,white,6
3232,6.1,0.36,0.32,1.6,0.057,30,178,0.9972,3.34,0.42,11.6,white,5
3233,6.3,0.29,0.19,25.0,0.034,36,100,0.9966,3.25,0.4,10.2,white,6
3235,7.0,0.49,0.34,0.6,0.055,70,85,0.9951,3.22,0.47,9.3,white,6
3236,6.3,0.14,0.39,2.9,0.022,56,60,0.9947,2.95,0.51,10.1,white,6
3237,6.4,0.51,0.45,2.4,0.064,18,129,0.9955,3.3,0.54,12.0,white,5
3238,5.2,0.38,0.24,0.6,0.045,29,104,0.9957,3.19,0.26,11.9,white,5
3239,5.5,0.36,0.11,3.6,0.039,20,118,1.0011,3.16,0.42,10.0,white,4
3240,7.1,0.41,0.29,0.8,0.02,28,104,0.9929,3.12,0.71,11.2,white,6
3241,6.6,0.41,0.38,3.1,0.009,40,114,0.9943,3.18,0.52,9.3,white,5
3242,6.2,0.29,0.36,0.6,0.019,36,116,0.9948,3.31,0.49,11.9,white,5
3243,6.6,0.33,0.6,9.5,0.044,40,149,0.9894,3.19,0.56,10.3,white,6
3245,6.9,0.2,0.16,16.4,0.062,32,112,0.9899,2.95,0.71,10.2,white,6
3246,6.2,0.27,0.32,2.0,0.009,71,104,0.9926,3.31,0.52,11.7,white,7
3249,7.4,0.54,0.37,4.9,0.009,25,110,0.9965,2.89,0.26,11.1,white,4
3250,8.3,0.48,0.01,0.9,0.113,9,14,0.9962,3.44,0.87,8.8,red,6
3251,8.9,0.42,0.26,4.7,0.166,8,64,0.9955,3.44,0.54,9.6,red,4
3253,5.8,0.31,0.45,4.2,0.027,20,126,0.9976,3.0,0.53,8.8,white,4
3254,7.2,0.39,0.24,6.6,0.009,38,25,0.9947,3.43,0.46,10.0,white,6
3255,6.3,0.17,0.53,5.2,0.031,42,96,0.9982,3.24,0.46,9.1,white,6
3257,7.0,0.3,0.39,5.6,0.013,54,97,0.994,2.85,0.4,10.6,white,5
3259,6.8,0.14,0.33,7.0,0.009,36,37,0.9974,3.15,0.61,10.5,white,5
3263,6.6,0.18,0.2,8.3,0.083,65,162,0.9893,3.39,0.41,12.1,white,6
3264,6.9,0.38,0.18,12.8,0.019,28,120,0.993,3.46,0.62,10.8,white,5
3266,6.3,0.45,0.46,1.2,0.038,40,134,0.9958,3.33,0.43,11.7,white,6
3267,9.2,0.4,0.51,3.4,0.127,6,22,0.9988,3.5,0.78,10.7,red,7
3268,6.9,0.13,0.22,8.7,0.013,19,153,0.9947,3.42,0.53,10.6,white,7
3269,7.4,0.84,0.12,3.7,0.162,29,17,0.9934,3.19,0.54,11.1,red,4
3270,6.1,0.26,0.27,12.1,0.037,56,144,0.9938,3.22,0.5,11.0,white,5
3271,7.4,0.51,0.45,18.9,0.014,48,84,0.9941,3.32,0.34,13.0,white,6
3272,7.0,0.27,0.41,3.1,0.009,33,130,0.9936,3.06,0.56,10.5,white,7
3273,8.5,0.36,0.39,1.0,0.021,54,100,0.9951,3.12,0.57,10.1,white,6
3274,5.3,0.72,0.14,0.9,0.112,1,63,0.9984,3.3,0.68,9.7,red,3
3275,6.9,0.16,0.08,9.5,0.009,44,94,0.9933,3.3,0.57,11.0,white,6
3276,6.8,0.21,0.5,11.6,0.059,21,135,0.9918,3.26,0.35,9.4,white,4
3278,7.7,0.19,0.07,17.1,0.057,60,170,0.9939,3.36,0.43,10.2,white,5
3280,4.4,0.55,0.38,1.1,0.01,36,177,0.9908,3.28,0.47,10.1,white,4
3281,6.3,0.34,0.69,6.7,0.034,25,129,0.9928,3.15,0.58,11.1,white,7
3282,8.8,0.58,0.1,0.9,0.088,20,79,0.9919,3.2,0.56,10.0,red,5
3283,8.8,0.64,0.03,6.2,0.146,32,22,0.995,3.5,0.95,10.5,red,6
3284,6.2,0.2,0.33,3.3,0.03,48,188,0.9937,3.11,0.72,9.4,white,6
3285,6.2,0.28,0.37,25.5,0.1,30,132,0.9906,3.35,0.29,11.6,white,5
3286,6.3,0.25,0.37,10.7,0.009,39,134,0.9951,3.36,0.58,11.4,white,6
3287,6.0,0.46,0.29,12.9,0.108,2,152,0.9913,3.07,0.31,10.4,white,4
3288,7.3,0.31,0.19,7.3,0.009,33,158,1.0022,3.49,0.53,10.6,white,5
3289,6.0,0.27,0.28,6.5,0.021,37,165,0.9924,2.96,0.5,13.1,white,6
3290,7.0,0.27,0.48,0.9,0.025,54,74,0.9977,2.76,0.43,11.0,white,6
3292,6.3,0.37,0.48,11.1,0.035,20,164,0.9946,3.1,0.48,11.5,white,6
3293,6.7,0.42,0.35,41.2,0.009,49,163,0.9956,3.44,0.51,9.9,white,4
3294,7.9,0.08,0.33,1.8,0.032,34,147,0.9932,2.94,0.4,8.5,white,6
3295,8.2,0.32,0.17,2.0,0.041,26,228,0.9948,3.35,0.35,9.5,white,3
3296,6.9,0.36,0.16,5.1,0.013,54,106,0.995,3.24,0.35,11.9,white,6
3297,6.1,0.16,0.3,4.0,0.053,55,106,0.9942,3.41,0.73,9.8,white,6
3298,7.0,0.2,0.26,4.0,0.095,28,106,0.9893,3.23,0.32,11.4,white,7
3299,8.9,0.57,0.65,1.3,0.09,11,37,0.9995,3.35,0.76,10.3,red,6
3300,7.8,0.33,0.15,3.4,0.118,29,37,0.9983,3.48,0.64,9.1,red,3
3301,9.9,0.84,0.47,0.9,0.025,4,28,0.9966,3.11,0.74,9.3,red,3
3302,6.6,0.26,0.27,0.7,0.098,65,162,0.996,2.87,0.39,11.7,white,7
3304,6.5,0.08,0.07,10.2,0.06,47,190,0.9952,3.07,0.47,11.9,white,7
3306,7.4,0.26,0.13,9.9,0.012,1,33,0.9956,3.26,1.11,11.4,red,7
3307,7.5,0.29,0.24,2.9,0.195,36,90,0.9943,3.14,0.57,10.9,white,5
3308,8.1,0.31,0.45,7.5,0.012,59,122,0.9976,3.21,0.41,9.9,white,5
3310,7.0,0.3,0.06,1.5,0.024,10,154,0.9957,3.15,0.42,10.0,white,5
3311,7.7,0.44,0.19,0.6,0.027,47,126,0.9981,3.59,0.47,12.0,white,5
3313,5.9,0.36,0.23,4.5,0.046,23,164,0.9939,3.56,0.51,10.6,white,4
3314,6.6,0.09,0.31,0.7,0.046,40,86,0.9928,3.23,0.67,12.3,white,8
3315,5.3,0.08,0.1,22.6,0.018,35,110,0.9914,3.34,0.37,9.8,white,5
3317,6.6,0.08,0.42,0.6,0.026,21,162,0.9919,2.95,0.38,10.2,white,4
3318,6.9,0.29,0.52,10.7,0.207,31,132,1.0003,3.08,0.64,9.7,white,4
3319,6.2,0.44,0.33,7.3,0.014,17,103,0.9961,3.31,0.4,8.3,white,4
3320,8.7,0.21,0.26,3.9,0.031,45,110,0.9973,3.05,0.34,11.2,white,6
3321,7.8,0.23,0.43,11.0,0.02,2,149,0.995,3.35,0.41,10.0,white,5
3325,7.6,0.08,0.32,0.6,0.035,8,179,0.9899,2.86,0.5,8.8,white,5
3326,9.4,0.45,0.05,7.5,0.044,67,101,0.9948,3.37,0.69,8.9,red,6
3327,7.9,0.33,0.42,0.6,0.121,36,274,0.992,3.16,0.49,10.4,white,5
3328,5.1,0.32,0.38,44.9,0.019,36,178,0.9956,2.88,0.56,9.2,white,5
3331,7.9,0.28,0.25,15.5,0.03,12,193,0.9894,3.26,0.35,11.0,white,5
3332,6.7,0.32,0.47,3.6,0.096,17,184,0.9923,2.83,0.62,9.9,white,5
3333,9.3,0.42,0.52,0.7,0.035,52,181,0.9994,3.09,0.52,9.8,white,4
3337,6.2,0.5,0.14,1.4,0.069,11,72,0.9978,3.21,0.83,12.3,red,6
3338,8.1,0.6,0.09,2.5,0.085,1,8,0.9973,3.37,0.41,10.7,red,5
3339,6.8,0.33,0.48,1.8,0.121,15,152,0.9905,3.33,0.47,11.2,white,6
3341,7.3,0.38,0.01,1.4,0.009,40,137,0.9903,3.37,0.58,8.2,white,4
3342,7.8,0.44,0.32,2.2,0.106,7,75,0.99,3.14,0.57,11.3,red,5
3343,7.3,0.5,0.06,3.6,0.071,2,45,0.9963,3.52,0.84,9.1,red,4
3344,5.3,0.3,0.36,4.8,0.018,30,97,0.995,3.16,0.67,10.3,white,6
3346,6.3,0.19,0.23,6.8,0.034,17,173,0.9926,3.59,0.22,10.9,white,5
3347,7.4,0.21,0.24,13.1,0.048,16,146,0.9943,3.3,0.42,10.3,white,7
3348,8.4,0.49,0.1,4.4,0.012,6,55,0.9955,3.37,0.67,11.2,red,5
3349,7.9,0.52,0.12,1.1,0.076,6,20,0.9973,3.51,0.56,11.6,red,6
3350,6.9,0.3,0.29,2.0,0.177,57,182,0.9963,3.17,0.58,9.8,white,5
3351,6.5,0.11,0.22,0.6,0.031,62,205,0.9928,3.05,0.49,10.6,white,7
3352,7.2,0.35,0.49,1.1,0.009,29,84,0.9974,3.36,0.51,12.0,white,5
3353,7.5,0.38,0.45,2.4,0.009,4,159,0.9938,3.11,0.44,10.3,white,5
3354,6.7,0.13,0.3,1.1,0.02,43,140,0.9939,3.29,0.46,9.8,white,6
3355,7.3,0.17,0.52,1.9,0.036,24,192,0.9937,2.96,0.28,10.1,white,7
3356,6.2,0.44,0.36,4.7,0.038,55,150,0.9918,3.35,0.34,11.2,white,5
3357,7.4,0.41,0.36,0.9,0.128,20,151,0.998,3.22,0.54,9.5,white,5
3358,7.5,0.37,0.43,6.5,0.025,16,181,0.9982,3.22,0.57,11.7,white,6
3360,8.2,0.29,0.34,8.1,0.058,21,198,0.9899,3.21,0.38,10.5,white,4
3361,7.7,0.18,0.47,2.5,0.039,56,207,0.9944,3.21,0.67,8.8,white,5
3362,6.8,0.28,0.23,3.4,0.188,56,132,0.9911,3.4,0.53,9.4,white,5
3363,6.6,0.22,0.26,4.2,0.066,52,120,0.993,3.32,0.22,10.0,white,6
3364,7.2,0.11,0.22,16.7,0.031,35,192,0.9947,3.42,0.34,11.0,white,6
3366,9.3,0.74,0.11,1.1,0.068,3,73,0.9955,3.4,0.67,11.4,red,5
3367,8.7,0.46,0.06,4.4,0.103,37,65,0.9976,3.32,0.59,11.5,red,6
3368,6.7,0.34,0.32,14.8,0.04,29,161,0.9911,3.16,0.82,11.5,white,6
3369,7.2,0.4,0.66,3.2,0.027,37,55,0.9927,3.21,0.54,11.2,white,7
3370,7.5,0.19,0.23,4.0,0.044,18,25,0.9939,3.4,0.49,11.9,white,7
3371,8.9,0.33,0.47,0.9,0.112,47,30,0.9963,3.44,0.33,9.6,red,6
3372,6.7,0.31,0.28,6.8,0.019,61,153,0.9905,3.28,0.45,8.8,white,5
3373,7.5,0.33,0.72,2.0,0.012,3,82,0.9962,3.29,0.49,9.8,red,6
3374,6.9,0.24,0.56,22.7,0.062,32,119,0.9952,3.18,0.48,10.5,white,6
3375,5.9,0.31,0.24,6.1,0.06,37,143,0.9936,3.43,0.7,11.9,white,6
3376,8.1,0.3,0.15,2.3,0.009,33,46,0.9912,2.94,0.37,9.7,white,5
3377,5.6,0.34,0.48,9.3,0.044,13,159,0.997,3.32,0.59,10.1,white,5
3379,6.7,0.37,0.39,10.1,0.05,26,109,0.9951,3.29,0.49,8.8,white,5
3380,6.9,0.31,0.16,11.9,0.013,49,103,0.9927,3.52,0.55,11.3,white,6
3381,8.9,0.48,0.08,0.9,0.089,14,73,0.9953,3.5,0.74,10.6,red,6
3382,6.3,0.18,0.25,0.6,0.009,15,133,0.9982,3.07,0.75,11.0,white,7
3383,6.6,0.17,0.23,3.0,0.184,68,86,0.9903,3.54,0.63,10.4,white,6
3384,7.3,0.56,0.46,1.2,0.14,28,35,0.9981,3.61,0.91,11.6,red,7
3385,7.4,0.31,0.16,2.4,0.02,41,75,0.9926,3.42,0.47,9.9,white,4
3386,7.4,0.45,0.33,5.1,0.009,50,88,0.9966,3.28,0.5,10.2,white,6
3387,6.3,0.29,0.17,4.4,0.038,46,206,0.992,3.12,0.48,10.2,white,4
3388,6.8,0.64,0.2,1.6,0.161,47,36,0.9966,3.08,0.77,9.7,red,3
3389,7.9,0.29,0.29,1.8,0.015,55,151,0.9919,3.15,0.37,9.5,white,5
