id,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default_payment_next_month
12069,20000,2,1,2,69,1,0,-1,6,-1,1,11444,7115,18985,5566,10193,6636,1418,2326,9485,2267,2200,2760,0
12070,100000,2,1,2,72,-1,2,-1,2,-1,-1,35655,72363,21216,25584,43245,12706,35655,29294,11953,7647,33075,4534,0
12071,200000,2,1,1,66,-1,-1,-1,1,-1,-1,50849,83995,112206,135496,118744,41000,9714,29429,19564,71874,56935,21230,0
12072,80000,1,3,2,58,-1,0,-1,-1,1,1,30033,33175,19398,69345,29270,60954,16121,9141,7830,22810,3995,27246,0
12073,20000,2,1,2,25,1,5,-1,3,8,-1,11971,13319,8845,11513,11238,12626,2258,6480,3278,2400,2758,4436,0
12074,50000,2,2,2,65,8,0,-1,8,1,-1,23393,32701,16613,28481,16866,19410,4818,15562,4905,28481,16866,19410,0
12077,30000,1,0,1,52,-1,-1,-2,1,-1,0,15045,18718,11896,10149,9543,5749,6626,11589,5307,3861,4531,3272,0
12078,80000,2,1,1,59,5,-2,3,-1,1,5,36637,24159,76675,58300,34191,26831,11164,8470,19975,10548,10492,14013,1
12079,500000,2,2,2,47,-1,-1,0,4,-1,6,382679,158802,254897,251696,463715,268335,72543,42423,99765,60600,463715,93035,0
12080,50000,2,1,2,32,8,1,0,2,0,-1,23317,24468,27685,12900,14868,27566,10030,24468,10949,4464,5149,5284,1
12082,150000,2,5,1,62,0,3,2,4,1,-1,73165,48846,44025,54433,31787,34853,43119,8528,18454,23794,18732,34853,0
12083,150000,1,2,2,32,-1,-2,6,4,0,-1,70642,102579,74015,45909,24565,79101,25172,58957,35450,31920,24565,15095,0
12084,20000,2,2,1,73,3,-1,-1,6,-1,-1,8403,7660,5013,6789,5481,7100,4598,3243,1781,2732,1985,7100,1
12085,100000,1,1,2,59,1,1,-1,6,2,2,15254,73769,44254,32827,21741,82836,5690,34734,10531,32827,10702,30927,1
12086,80000,2,1,2,28,-1,-1,8,0,3,0,36847,15644,39254,23360,36745,45829,9103,4163,4499,3126,14104,17672,0
12087,150000,2,2,2,41,-1,-2,4,1,5,5,100256,95555,56876,101216,44716,63661,21109,17602,7317,34432,8314,14205,0
12088,30000,2,2,3,65,-1,2,0,-1,-1,0,17314,10965,14458,16558,9761,8097,7628,5503,7718,3954,5854,928,0
12089,50000,2,2,1,29,0,8,5,0,-1,1,17580,14492,13755,22168,10463,22234,17580,2915,6434,9475,2015,10136,0
12090,50000,2,0,3,54,0,-1,-1,-2,2,0,20687,14295,34180,11453,15375,42953,1695,2055,34180,4899,15375,20124,0
12091,150000,2,4,1,36,8,6,-2,-1,-1,-1,76406,68037,33952,38562,49008,84323,30516,68037,33952,13914,9794,14754,1
12092,80000,2,2,1,67,4,2,3,-1,8,5,30161,17928,22745,33836,55446,45633,30161,17928,9053,33836,11988,23634,1
12093,80000,1,1,1,31,-1,-1,-2,1,0,-1,38002,17993,74186,24632,50423,31951,24523,7165,34576,6123,24289,7270,0
12094,200000,2,1,2,49,0,-1,3,-1,0,3,79106,45568,136945,147317,49711,55870,38216,16072,74597,60585,13889,22595,0
12095,20000,1,2,1,70,-1,-1,3,8,8,-1,19425,6408,9001,8708,12129,12156,7079,6408,1016,3107,1522,4587,0
12096,200000,1,2,2,52,3,-1,2,0,0,-1,50799,141431,69002,60901,68486,106362,19100,30933,69002,31378,28988,20522,1
12097,30000,2,1,1,48,-2,0,1,6,-2,-1,13560,3983,9032,13746,9054,9702,3597,618,1126,3189,4714,2178,0
12098,30000,1,1,2,62,-1,-1,6,-1,-2,-1,18780,8137,21102,11163,19733,16283,18780,2406,7727,2227,6086,3924,0
12099,20000,2,1,1,44,3,4,-1,5,-1,8,12525,10797,8841,10106,4484,6534,12525,6446,4964,10106,1594,1278,0
12100,150000,2,2,2,36,8,2,3,0,4,-1,78292,73705,92896,97469,56416,87505,11112,30669,11523,22518,9044,87505,1
12101,20000,2,1,1,73,8,0,-1,-1,5,0,13638,6860,14572,6197,8423,20134,13638,1972,5745,3241,8423,6148,1
12102,300000,2,1,2,23,-2,-1,-1,0,0,-1,143910,48948,92857,122065,124913,131657,143910,48948,22347,40497,42284,29015,0
12103,80000,2,2,1,46,1,1,8,-1,0,4,35000,31280,40335,18688,54772,32138,7676,9347,19042,6575,23837,32138,1
12104,100000,2,5,2,55,-1,-1,5,1,2,1,64768,64153,40989,28693,50376,63417,38426,22902,40989,6929,17399,11346,0
12105,150000,2,1,2,69,-2,3,6,-1,-1,-1,48185,36358,52045,67505,107337,63760,18013,36358,52045,46848,52120,33517,0
12106,10000,1,3,1,56,0,-1,2,0,-1,6,3786,3074,2865,1612,4199,4584,3786,1279,436,242,1170,1686,0
12108,20000,1,2,2,62,-1,-1,6,-2,3,-1,9934,10007,14788,12046,10099,9319,4018,2715,1680,3844,4291,4057,0
12109,80000,1,1,1,51,1,-2,0,-1,-2,2,40309,23711,33270,34012,28818,29856,8907,6985,14271,34012,28818,9430,0
12110,10000,1,2,2,22,8,0,-1,-1,1,6,5007,4200,3655,4033,5584,5112,1812,1749,1480,1597,5584,618,0
12111,20000,2,1,0,31,-1,4,-1,-2,0,2,4010,9169,6917,4681,7187,13010,860,4043,3327,4681,2013,4944,0
12112,100000,2,1,1,25,-1,-1,-1,2,-1,3,29391,23108,70840,63167,34644,48962,15055,12172,13257,27239,14553,19472,0
12113,10000,2,2,1,35,2,0,3,0,-1,-1,1463,3701,4635,3876,7543,8065,656,1213,1486,3876,3048,3199,0
12114,20000,2,1,1,66,8,4,-1,6,-1,-1,10577,5074,7843,15269,7282,13629,1670,1383,3292,5055,4032,5339,1
12116,30000,2,4,1,32,2,-1,8,-2,-1,-1,17042,10254,26188,9655,10741,10671,2442,1394,11231,3228,2628,2707,0
12117,50000,2,1,2,69,0,-1,-1,3,-2,-1,10026,33696,15804,29207,13690,21467,2556,11352,4794,29207,5558,9596,0
12119,50000,2,3,2,69,2,-2,-2,-1,2,0,40460,21501,14476,35672,31797,26428,19432,8395,2935,35672,6237,6106,1
12120,100000,1,4,1,55,-1,-1,-2,-2,1,-1,54999,38947,6718,48466,85937,8971,15550,22950,1241,25059,37277,4465,0
12121,200000,2,2,1,40,-1,-1,1,1,5,0,165263,32769,42397,144493,99650,48755,42864,7964,42397,38712,36982,12339,0
12122,20000,2,2,2,35,-1,-1,2,1,-2,0,9408,18228,8263,11580,6087,6684,1063,6062,2725,5166,2436,1167,0
12123,30000,2,2,1,33,-1,5,-1,-1,1,0,19363,8501,10495,15046,5989,14534,8168,2086,2597,5633,2049,9286,0
12124,20000,2,1,1,32,-1,-1,0,-1,1,-2,6631,6574,14407,8206,16096,8049,2011,988,7096,8206,5045,2800,0
12125,100000,1,2,2,39,3,1,4,-1,-1,8,43173,13442,67948,45189,42913,32752,18444,4116,22976,20602,42913,18907,1
12126,20000,2,3,3,62,5,1,0,8,2,-1,8373,12821,15425,11059,5451,12357,2951,3696,15425,639,2501,5809,0
12127,10000,2,1,2,37,-1,3,4,-1,-2,-1,3449,5065,5865,4855,4730,2933,1225,937,3240,1950,4730,781,0
12128,50000,2,1,1,46,3,2,-1,2,0,0,23922,28252,9372,27215,23049,20576,9684,9865,1925,10188,8708,9815,0
12129,30000,2,3,2,62,2,1,-1,-1,3,-1,6715,20138,5345,22182,11046,9589,2883,8708,2818,10637,2333,7020,0
12130,50000,1,2,0,26,5,-1,1,3,0,-1,8892,26185,23743,15757,29473,32291,8892,11577,8300,6725,7571,18080,0
12131,150000,2,1,1,25,-2,-1,1,-1,-1,4,42102,98698,66992,88647,64628,32051,15070,50415,28365,48711,37672,17585,0
12134,150000,1,3,2,70,2,0,2,-1,8,0,75321,38536,57806,87123,82636,58479,13464,15834,13236,56600,33824,17196,0
12135,20000,2,2,3,30,-1,-1,-1,-1,-1,0,7445,7589,7269,11725,2666,5675,3800,2346,3681,1815,2666,2538,0
12136,150000,2,0,1,41,-2,-1,4,-1,-1,-1,104041,32036,62352,81614,48965,57286,45212,10171,33546,14038,19999,14160,0
12137,300000,2,2,1,73,0,2,5,0,1,2,180354,157085,195015,146549,160356,130840,57127,55943,83559,75735,160356,43291,0
12138,10000,2,1,2,68,-1,-1,-1,2,1,8,4488,3744,4309,2439,3755,8142,4488,3744,1725,933,1186,3790,0
12140,300000,1,2,3,46,-1,-1,-1,3,0,-1,117481,183046,63785,139402,112064,236786,75531,68138,14258,39549,45942,101280,0
12141,200000,1,1,1,42,6,2,0,1,-1,-1,62616,117836,161848,73647,137904,177029,13335,42236,36580,20015,55327,101634,1
12142,30000,1,4,2,26,5,2,0,1,0,-2,20703,11139,7693,19557,21118,17510,7333,6282,7693,2453,1693,8723,0
12143,150000,2,2,2,56,-1,3,-1,-1,4,-1,48868,65182,107011,55621,53456,24780,7997,23140,54847,17179,27152,8281,0
12145,150000,2,1,2,59,-2,-1,6,0,-1,4,103615,60365,81338,98079,58086,92189,23022,13585,40345,36469,24712,26852,0
12146,100000,1,3,2,56,8,-1,-1,6,0,-1,91096,62761,25433,52771,40234,29349,25212,24862,5657,11502,11934,8896,0
12147,20000,2,1,2,24,1,-2,0,-1,1,4,9272,8394,5982,14024,4069,9350,3056,2380,1043,7457,1165,1834,0
12148,20000,1,1,1,35,-2,-1,-1,1,-1,2,12296,10241,7292,4859,5346,8022,2191,3563,3463,1103,1435,1313,0
12149,80000,1,2,1,60,0,-2,0,-1,-1,1,59960,21084,43464,25079,25101,35051,33677,6507,17999,10477,6536,20747,0
12150,200000,1,1,1,28,2,0,3,6,0,-1,95304,109406,87640,110275,157530,136722,36798,24276,87640,64194,157530,136722,0
12152,50000,2,2,1,46,0,3,-1,2,5,-1,28235,16222,37091,20050,25471,24667,11003,8227,22641,2290,5906,11850,0
12153,50000,2,2,2,74,0,0,-1,-1,2,-2,24452,27419,23439,28236,25114,24648,10789,8284,23439,15117,19016,13918,0
12154,80000,1,1,2,55,-1,-1,0,-2,0,-1,23140,49953,56673,36234,18938,10564,6440,14599,56673,14724,3016,1726,0
12155,150000,2,1,2,42,0,-1,-1,-2,5,-1,38757,30490,103744,44746,132233,96789,14421,11442,44831,15940,31106,41149,0
12156,100000,2,2,3,39,0,0,-1,4,-1,6,25295,52036,69769,28999,41519,19424,5643,21032,23078,15526,10557,6114,0
12157,100000,2,2,2,31,-1,8,6,-1,0,-1,21487,27853,25275,48370,19950,52456,9110,6432,25275,28829,7621,24975,0
12158,30000,2,2,2,32,2,6,3,-2,5,2,18351,3035,10167,13156,10788,18580,7311,1420,4550,2875,7852,18580,0
12159,10000,2,2,2,68,-1,8,1,-1,1,0,5168,6577,4744,5250,5613,5951,5168,2082,535,883,603,2212,0
12160,100000,2,2,2,43,-1,6,-1,-1,-1,-1,26079,34387,33758,46190,38523,29379,10940,17703,9520,22416,7649,5280,0
12161,150000,1,2,1,42,8,-2,-1,-1,0,2,25599,61815,141103,79536,114012,25122,12699,7686,141103,34774,42008,5453,1
12162,100000,2,1,1,39,-1,-1,3,-1,2,0,43626,25114,60130,62271,37245,45943,13439,7441,60130,24038,24978,16639,0
12163,200000,2,2,1,53,4,-1,0,0,3,-1,133940,37666,50156,109957,131125,53644,99195,37666,50156,67455,64937,16436,0
12164,30000,1,2,2,52,-1,0,2,1,-1,2,22855,13183,14215,4378,9649,12867,4867,7105,3207,2163,2103,4243,0
12165,80000,1,1,2,21,-1,0,3,2,-1,0,60507,28663,22383,32411,23659,48082,33622,13173,11582,8792,12050,18889,0
12166,30000,2,2,1,45,5,4,8,-1,0,-2,4398,24493,14824,19587,20444,6499,607,1531,3416,5356,8138,2325,0
12168,500000,2,1,3,23,4,-1,-1,-1,1,2,208627,215313,354031,184149,267928,147677,53010,88961,163159,54631,155071,65723,1
12169,80000,1,2,1,41,-1,8,4,8,0,-1,25015,64443,28427,42066,47832,44170,6713,11366,7413,11443,17007,44170,0
12170,10000,2,2,1,58,-1,0,1,3,-1,-1,1992,3785,4580,5727,5157,6929,569,1349,989,2114,1864,2242,0
12171,100000,2,2,1,73,-2,-1,4,0,0,-1,59275,96328,54786,41498,37065,28495,17561,96328,7278,22903,12875,6274,1
12172,100000,2,2,1,24,0,-1,4,3,-1,-1,59873,30914,34873,49709,67862,39479,16479,16448,7459,11335,33688,22077,0
12173,10000,2,4,2,48,-1,-2,-1,2,3,8,2769,3528,2446,2468,616,2348,1104,806,1067,2468,120,439,0
12174,30000,1,1,2,34,-1,-1,-1,-2,3,1,15789,11478,14592,16375,15410,3441,5898,1716,5928,8398,8114,1164,0
12176,50000,2,3,2,51,0,-1,3,1,-1,-1,36076,25367,18000,50081,15831,24981,11864,25367,7043,50081,8216,7170,0
12177,200000,1,2,2,71,-1,-1,1,0,-1,1,126780,81928,77465,54098,122814,57371,14750,12488,27325,19664,36486,15987,0
12178,20000,2,1,1,30,-1,-1,0,-2,-1,-1,12366,18244,8817,9403,9894,11276,6693,8317,3898,9403,4403,2436,0
12179,30000,2,4,1,70,6,-1,-1,1,0,-1,12251,18192,23136,32187,24619,22725,3609,4641,4236,3272,3955,6395,0
12181,100000,1,3,2,39,-1,-1,1,1,-2,-1,51664,48055,48430,33976,61484,42083,24383,15457,6931,15508,30206,25222,0
12182,10000,1,3,2,74,3,1,0,8,0,-1,6297,4584,3766,4127,4782,10662,2498,757,819,1023,4782,3473,1
12185,20000,1,1,1,58,5,6,-2,8,1,4,4288,12076,2207,11289,9817,8580,1617,6721,879,1631,3688,1099,0
12186,300000,2,5,2,58,2,-2,0,-1,3,-1,237094,88988,111176,140279,132573,109922,83126,29925,30204,26628,40800,26577,1
12187,50000,2,2,1,71,-2,-1,8,5,-1,1,7382,23430,16024,18597,11844,13031,2926,4603,8648,18597,1370,4195,0
12188,30000,2,1,2,67,2,-1,6,1,1,8,7709,7983,25695,18129,6964,15301,4581,4100,16309,6725,2619,6269,0
12189,100000,1,1,2,51,0,-1,0,-2,6,4,50539,52768,31760,43169,84015,49397,11500,27433,16345,12173,47736,27242,0
12190,80000,1,1,2,43,4,-1,3,3,-1,2,65790,34379,45586,23848,65436,33363,22186,34379,7260,2793,24122,12872,1
12191,20000,2,4,1,64,0,-1,6,1,-1,-2,7426,1641,8315,10384,12843,11848,3187,1641,3780,5061,2948,4167,0
12192,30000,2,2,2,31,1,-1,-1,1,-1,-1,4340,4999,8987,8184,16662,15857,1481,1349,1549,2486,5360,3851,0
12193,100000,1,1,1,29,-1,-1,0,0,0,0,43202,28024,59468,65989,71596,70214,43202,7878,8720,31349,10058,36719,0
12194,300000,2,1,1,54,-1,-1,-2,-1,-1,0,139985,117980,117888,85204,173878,122408,112726,32079,117888,85204,94532,30478,0
12195,200000,1,2,1,42,8,4,6,-1,8,3,99820,122487,92397,79195,109068,49633,36053,71364,24924,42789,35987,11160,1
12197,80000,2,3,2,54,-2,-1,-2,0,2,4,16416,27477,40876,27727,45754,24380,4926,27477,12881,12293,9314,4943,0
12198,80000,1,2,1,41,-1,1,2,0,1,1,39262,31095,33077,35888,27308,23446,16719,11480,33077,35888,27308,6336,0
12199,80000,1,1,3,64,3,-1,0,-1,-1,0,46043,49973,25963,33277,27613,41565,26796,14620,9811,5682,15813,9396,0
12200,150000,1,2,2,69,-1,0,0,-1,1,-1,34785,82759,110580,20065,117176,67357,7877,6627,37047,1241,14706,14457,0
12201,100000,2,4,2,30,-1,0,-1,-1,-1,-1,70857,36868,51472,27585,74072,67244,27269,12286,18821,27585,74072,15733,0
12202,50000,2,1,1,25,-1,0,0,-1,3,0,31088,15588,24275,34298,12044,25695,6678,5517,9299,8310,3633,9671,0
12203,10000,2,2,2,31,1,5,-1,-1,2,4,2913,5220,4203,6155,3116,6969,991,1879,2043,1576,675,574,0
12204,10000,2,1,3,43,-1,1,-1,4,-1,-1,3651,1378,4698,3571,2492,2707,3651,674,1616,1699,1356,805,0
12205,50000,2,2,0,62,-1,3,6,8,0,0,23313,28866,26516,32037,29329,21354,4265,28866,26516,14410,7691,7783,0
12209,50000,2,1,2,59,3,-1,-1,-1,-1,-2,34959,23393,13035,7854,14802,18940,19450,6553,5602,5393,3736,6409,0
12210,30000,2,6,1,42,-2,1,-1,0,-1,-1,10200,7997,11592,10663,12960,15115,4454,2213,4052,3982,1512,203,0
12211,100000,2,1,1,42,2,-1,8,0,-1,6,41771,23034,55034,50835,63631,39049,5008,2609,16575,22313,8425,17508,1
12212,30000,2,1,2,52,4,-1,8,-1,-2,8,20235,19735,16817,7680,16055,12044,9211,19735,6251,4045,5131,4333,1
12214,30000,2,1,1,43,8,0,-1,-1,5,2,27733,29449,14184,6874,21344,9932,6350,8805,5446,3133,4878,3131,0
12215,200000,2,2,1,51,-2,2,-1,0,-1,-1,56690,86759,126586,66602,91599,34119,9905,32961,85496,66602,8056,18550,0
12217,30000,2,1,2,25,-2,-1,1,3,4,3,5978,15262,9100,17213,9027,11864,3034,9212,3326,5180,1406,5600,0
12218,20000,2,1,3,21,1,-1,-1,-1,-1,-2,13716,15759,17536,11490,7135,6147,3735,15759,3698,4013,1152,2860,1
12219,30000,2,2,2,59,5,0,2,-1,1,0,4620,15056,17021,7071,6620,8100,1736,8018,3472,3229,3953,5483,1
12220,30000,2,2,1,40,-1,-1,-1,-1,-1,0,21843,10235,22013,14280,22255,10455,8658,3633,22013,3918,22255,2654,0
12221,50000,1,1,1,63,0,1,1,-1,1,-1,20254,15277,6883,38169,15076,30093,11055,3427,6883,38169,5515,12550,0
12223,10000,2,1,2,35,-1,-1,0,-2,0,-1,7019,4395,6092,5034,6311,6959,3380,2178,2080,1896,928,2878,0
12224,50000,1,1,1,32,-1,-1,6,0,0,-2,31688,10874,19499,12839,15218,11563,15373,5854,4481,6293,4304,5690,0
12225,30000,2,1,1,73,-1,0,-2,2,-1,-1,11794,15365,11945,16472,21919,15067,3816,15365,2047,6506,7092,15067,0
12226,100000,2,6,1,27,0,0,-1,-1,-1,4,40001,59058,23996,73771,23133,66151,16139,28706,11452,43709,12142,15552,0
12227,50000,2,2,3,60,-2,5,8,0,5,1,13330,17469,13715,25860,5687,14270,5664,13114,2859,11829,2986,2496,0
12228,50000,1,5,1,23,-1,-1,-1,1,5,1,24990,23019,23195,4436,10965,19708,9132,12169,9002,1817,10965,9995,0
12230,200000,2,2,2,31,4,5,0,0,-1,6,68868,80668,114090,42513,95126,80346,30794,19764,114090,17527,44708,30179,0
12231,300000,2,3,0,57,1,6,0,5,-1,-1,181855,195092,100098,240115,40781,129238,56181,62503,20640,31292,11547,75184,1
12232,100000,1,2,2,57,3,2,1,-1,0,-1,34681,73604,72482,30424,21180,33586,9310,29966,72482,7946,11717,17989,1
12233,150000,2,3,1,52,5,1,6,-1,3,1,64631,68214,35613,53677,68864,38192,12973,68214,9563,16163,32208,6505,1
12234,200000,2,2,2,57,-1,6,-1,0,-1,-2,128315,82359,102898,141392,71790,122288,128315,15844,21512,141392,71790,36858,0
12235,20000,2,2,1,44,-1,1,8,-1,-1,-1,11252,10782,7094,5613,5851,19704,6525,1475,4020,2238,5851,9731,0
12236,20000,1,2,1,74,0,0,0,1,-1,4,6056,5995,7440,9382,15926,9485,1460,2696,1810,9382,15926,9485,0
12237,20000,1,1,2,29,-1,-2,0,3,1,2,3575,4033,6364,13603,9314,14547,1529,2148,6364,7998,3781,2020,0
12239,50000,1,2,1,37,3,1,8,-1,-1,2,23244,18824,20090,16883,33522,41572,8588,18824,20090,5797,5208,11775,1
12242,20000,2,3,2,43,8,-1,3,5,1,-1,6644,4550,9821,11570,9715,4369,6644,984,1743,1408,3086,2157,0
12243,150000,2,1,1,57,6,5,-1,0,6,0,71646,41208,98610,37696,52522,59720,11611,13608,15704,6344,25137,12946,1
12246,50000,1,1,2,49,6,3,1,4,-1,0,34744,40875,31945,23502,27968,44180,34744,40875,13452,8323,6241,13580,1
12247,10000,2,1,3,64,-2,-2,-1,3,-1,-1,6375,3372,2247,4711,5616,5135,1714,746,600,890,2381,1280,0
12249,20000,2,1,1,42,0,-1,2,-1,-1,0,10661,11196,10263,14945,12518,5749,499,11196,2198,3605,3046,867,0
12252,20000,2,2,2,32,1,4,0,-1,6,-2,17405,8836,14931,11196,5769,11742,5504,2928,3669,4156,5769,5555,1
12253,30000,1,1,2,61,1,-1,3,-1,-1,0,20166,11396,13832,27278,17166,15772,11903,951,7938,7347,7714,7546,0
12254,50000,1,1,2,66,-1,1,-2,-1,-2,-1,18931,27726,9310,9785,18904,28269,10098,27726,4672,5002,1314,9598,0
12255,50000,1,2,2,59,-2,-1,-2,8,-2,-1,21435,14351,28809,41486,27771,46475,6739,5082,9443,22061,6089,18230,0
12257,500000,1,1,3,59,-1,8,-1,0,0,1,142726,256795,283223,217387,147044,147126,35660,100986,283223,85679,78929,51644,0
12258,50000,2,1,2,37,1,-1,0,2,0,-1,26107,19342,35652,10024,14859,28378,5358,19342,13724,2833,4359,10428,1
12259,100000,2,2,1,26,-1,-2,4,8,-1,-1,29549,27289,59830,59094,22096,41721,13182,6971,24395,59094,6999,41721,0
12260,20000,2,3,1,33,-1,-2,-1,-1,0,8,11742,9262,3588,9906,2163,1335,2235,2742,1000,7281,1055,1335,0
12261,80000,1,2,1,74,2,6,4,-1,8,2,21793,20059,55261,17876,33514,38509,9222,7219,23906,17876,15766,5937,1
12262,80000,2,2,3,38,-1,-1,-1,-1,-1,-2,28922,58297,43100,39052,40458,38436,10664,25030,43100,39052,9673,38436,0
12264,100000,1,2,1,23,-1,-1,2,-2,8,-2,28932,54542,16127,57603,27363,74781,13734,19348,4363,14607,8776,29399,0
12265,150000,2,1,1,36,-2,-1,-1,-1,-1,-2,52142,54022,83277,73250,36568,64036,22297,4537,33915,29326,19353,8061,0
12266,200000,1,1,2,66,0,1,-1,-2,-1,-1,74949,27871,50925,114247,123317,75390,74949,5545,5987,34471,42374,28091,0
12267,30000,2,1,2,54,-2,4,-1,2,-1,-1,13338,15722,7453,20982,12389,15588,4818,3934,7453,7515,12389,4645,0
12268,10000,1,1,2,32,0,1,-1,-1,5,-1,5035,1747,8824,5384,9077,2864,1220,687,2632,502,9077,613,1
12269,30000,2,1,1,26,4,2,5,0,-1,-1,17891,11653,17358,11309,12871,11190,6889,3271,4698,2336,4427,1720,0
12270,20000,2,1,2,34,-1,3,0,-1,5,-2,13359,9622,17851,4573,11796,10300,3372,2009,1510,1240,2145,1802,0
12272,30000,1,2,1,22,-1,-1,-1,0,-2,3,15431,13125,15777,17825,20216,11619,2456,3741,6415,5692,2446,11619,0
12273,50000,1,3,2,29,5,-1,4,1,1,4,27978,12722,22395,30325,11043,9905,13055,6045,4293,14760,3632,2372,0
12274,20000,1,2,3,40,1,-1,3,-1,-1,5,9114,6537,3614,5896,3801,13212,4094,2151,2652,1374,1250,4692,1
12275,50000,2,2,1,65,5,-1,-2,-1,8,-1,44136,32624,12219,31471,21103,30857,19707,5178,12219,4075,4036,10448,1
12276,80000,2,3,1,59,-1,1,1,0,0,-1,37173,35224,28670,38624,35988,46958,6155,35224,28670,38624,13304,14996,0
12277,10000,2,1,1,70,-1,1,1,0,-1,0,6778,2734,5040,3415,8624,1690,6778,635,1038,1008,1124,284,0
12278,50000,1,1,2,28,-1,0,-2,0,-1,-1,28156,12198,31588,26081,10514,8200,13632,3445,9301,10077,4491,2342,0
12279,30000,2,1,2,43,0,-1,-1,-1,-1,4,8280,9098,20026,21347,27388,21922,3004,9098,3004,21347,5304,5159,0
12280,30000,1,2,2,69,0,4,-1,-1,8,-1,9685,14265,17144,20769,14705,20830,3890,3252,17144,4972,4982,4932,1
12281,100000,2,1,1,36,-1,1,-1,6,-1,1,40770,44173,49679,45258,69218,31116,11120,17171,3776,7499,12960,12766,0
12282,100000,1,2,2,49,-1,0,-1,1,0,0,67930,44013,31143,27260,76809,57977,15904,16644,9021,11696,19556,17562,0
12283,80000,2,2,0,21,0,8,-1,3,0,3,14601,48014,23836,62415,42228,44432,6754,48014,10259,27445,28088,21049,0
12285,80000,1,2,2,39,-1,-1,0,3,-1,0,43056,21368,28296,22279,54202,34257,21109,13966,28296,13087,33478,19034,0
12286,20000,2,1,3,52,1,0,0,8,1,0,8189,15582,3942,9205,3761,5362,1172,5236,374,2619,3761,2581,0
12287,100000,2,3,2,29,0,-1,0,-1,-1,8,56653,86879,57167,56909,28314,46191,20196,34283,6393,20711,12220,12213,0
12288,30000,1,1,2,22,0,-2,2,-1,0,6,18735,18600,8442,16768,20394,29973,5390,2582,3156,3624,9823,29973,0
12289,150000,2,2,2,24,-1,1,-1,2,1,0,84283,72228,86053,84333,48816,63784,40718,30834,42880,26176,14198,5278,0
12292,100000,2,2,1,49,3,5,-1,-1,-1,-1,85079,57274,57503,67306,29032,90863,29653,23845,15753,20033,6404,90863,1
12293,10000,1,2,1,52,6,6,1,1,3,-1,3388,6903,5188,9440,7265,7148,3388,240,1026,3041,2435,2069,1
12294,30000,2,2,2,42,-1,1,-1,3,-1,-1,14770,19772,13858,15854,14725,24482,5377,10162,2462,15854,14725,5247,0
12295,30000,2,2,1,47,-1,3,0,-1,-1,2,6743,18636,6997,10960,10790,3435,3337,8920,4082,4806,3414,2178,0
12296,50000,1,1,2,35,3,-1,-1,-1,1,-1,9009,14954,41642,28984,20151,31638,2502,7216,12448,15092,9383,9169,0
12297,20000,1,1,2,71,-1,2,0,4,-1,-2,4721,4838,14214,8869,14554,5236,4721,856,5892,1360,3040,812,0
12298,100000,2,5,2,74,2,5,-1,-1,-1,3,18453,22658,74424,23595,22151,89779,10112,4838,34257,10817,4339,29119,0
12299,100000,2,1,2,48,-2,-1,0,6,1,-1,34642,26834,47742,68016,83774,30079,19322,7941,47742,19356,39555,2974,0
12300,50000,2,2,1,31,0,-1,-1,-1,4,5,13288,17747,10001,35599,11868,17272,4239,5385,4261,35599,11868,10235,0
12301,20000,1,1,2,71,3,1,2,3,-1,0,7455,9918,12989,5352,6168,6596,2733,4578,3580,2014,1213,2303,0
12302,20000,1,2,2,35,-1,-1,1,3,5,0,13314,11288,9977,12061,16203,19018,4934,5251,2214,4497,7985,8463,0
12303,30000,2,2,1,73,-1,8,2,0,-1,-1,11348,11891,18495,13731,8088,14536,6471,4401,3408,6920,3114,6171,0
12304,50000,1,2,2,26,-1,-2,1,0,-1,4,15091,26887,6851,10858,13325,23129,4425,17142,4412,3037,4815,11083,0
12306,80000,1,1,1,54,0,0,0,4,4,0,31506,11647,42233,61162,36868,13965,11033,5313,11694,25107,36868,2531,0
12307,10000,1,1,1,51,-1,2,2,-2,-1,-1,931,4805,2834,1580,2375,6494,533,2231,2834,469,1042,2241,0
12308,200000,1,1,1,41,-1,4,5,4,1,0,112184,44816,148068,50092,93286,123694,112184,20431,148068,13193,45531,46450,0
12309,100000,1,2,1,70,-1,3,-1,-1,8,-1,25570,31483,36573,39611,43768,18289,12437,11742,15176,19328,11449,5086,0
12310,20000,1,2,0,49,-2,0,-1,-1,-1,-1,6384,11642,10227,6468,5777,4321,3378,5734,2918,1008,2062,2009,0
12311,30000,1,2,1,26,1,-1,-1,3,1,3,15609,11037,9358,15738,23409,13934,5321,4417,3784,15738,10502,5060,0
12312,500000,1,2,2,37,2,0,-1,-1,-1,-1,174212,144987,182730,169194,249539,390456,174212,45929,45522,92913,249539,138807,1
12314,50000,1,1,2,28,-1,0,-1,1,-1,-1,23257,31068,14036,16337,17508,25068,10296,12438,3460,8975,9331,9660,0
12315,30000,2,2,2,64,-1,0,-1,-1,1,-1,22982,12571,8108,17740,10892,6984,7263,3034,8108,5886,4673,2623,1
