id,size_sqft,property_type,bedrooms,latitude,longitude,locality,suburb,monthly_rent,metro_dist_km,airport_dist_km,aiims_dist_km,railway_station_dist_km,suburb_locality_count,center_dist_km,log_size,bedrooms_per_100sqft,avg_landmark_dist,property_type_freq,locality_grouped
10898,1700,Apartment,3,28.5875,77.0326,Sector 18A Dwarka,Dwarka,35000,0.959,6.2462,17.2958,19.3568,72,16.398,7.4384,0.1765,10.964,5694,Sector 18A Dwarka
10899,1200,Apartment,2,28.5234,77.1493,Vasant Kunj,Delhi South,32000,2.9207,7.2252,7.4864,14.8607,51,13.302,7.0901,0.1667,8.123,5694,Vasant Kunj
10900,900,Independent Floor,3,28.699,77.1387,Pitampura,North Delhi,28000,0.2323,16.8196,16.1248,10.2222,17,10.001,6.8024,0.3333,10.85,11151,Pitampura
10901,1400,Independent Floor,2,28.7054,77.1076,Sector 3 Rohini,West Delhi,18000,1.3134,16.8241,18.2121,13.1179,39,12.38,7.2442,0.1429,12.367,11151,Sector 3 Rohini
10902,2600,Independent Floor,3,28.5715,77.2295,Defence Colony,Delhi South,130000,0.689,14.2905,2.1851,7.826,51,6.747,7.8633,0.1154,6.248,11151,Defence Colony
10903,900,Apartment,2,28.6619,77.2274,Delhi,Delhi East,42000,0.5254,18.3159,10.7057,2.3322,49,3.494,6.8024,0.2222,7.97,5694,Delhi
10904,450,Independent House,1,28.6015,77.2958,mayur vihar phase 1,Delhi East,8500,0.5595,21.2914,9.426,8.5905,49,7.504,6.1092,0.2222,9.967,861,mayur vihar phase 1
10905,400,Independent Floor,1,28.6427,77.1715,Patel Nagar,Delhi Central,14000,0.3415,12.9182,9.1247,4.8094,55,4.037,5.9915,0.25,6.798,11151,Patel Nagar
10907,1800,Independent Floor,3,28.6529,77.1311,Bali Nagar,Delhi Central,35000,0.0442,11.7735,12.1378,8.852,55,7.658,7.4955,0.1667,8.202,11151,Bali Nagar
10908,1250,Independent Floor,3,28.6978,77.1389,Pitampura,North Delhi,27500,0.1875,16.7023,15.998,10.1258,17,9.892,7.1309,0.24,10.753,11151,Pitampura
10909,1350,Independent Floor,3,28.7043,77.15,Poorvi Pitampura,Other,38000,0.9671,17.7493,16.2519,9.7978,442,9.876,7.2079,0.2222,11.192,11151,Poorvi Pitampura
10910,900,Independent Floor,2,28.6353,77.225,laxmi nagar,Other,16000,0.5294,16.3648,7.7693,0.8245,442,0.822,6.8024,0.2222,6.372,11151,laxmi nagar
10911,900,Apartment,2,28.5843,77.0716,Palam,Dwarka,18000,1.2288,3.5014,13.4692,15.9135,72,13.404,6.8024,0.2222,8.528,5694,Palam
10912,1000,Independent Floor,3,28.668,77.102,Paschim Vihar,West Delhi,19000,1.1775,12.6456,15.2503,11.9611,39,10.554,6.9078,0.3,10.259,11151,Paschim Vihar
10913,1900,Apartment,3,28.5763,77.0416,Sector 19 Dwarka,Dwarka,32000,1.3643,4.8338,16.2923,18.9548,72,16.094,7.5496,0.1579,10.361,5694,Sector 19 Dwarka
10914,380,Independent House,1,28.6041,77.2896,mayur vihar phase 1,Delhi East,8000,0.0743,20.7749,9.0022,7.9201,49,6.901,5.9402,0.2632,9.443,861,mayur vihar phase 1
10915,900,Apartment,2,28.5739,77.2416,Lajpat Nagar,Delhi South,45000,0.6191,15.4984,3.3973,7.7903,51,6.738,6.8024,0.2222,6.826,5694,Lajpat Nagar
10916,300,Apartment,1,28.6295,77.3123,i p extension patparganj,Delhi Central,9000,0.3505,23.7562,12.3604,9.0615,55,8.132,5.7038,0.3333,11.382,5694,i p extension patparganj
10918,520,Independent Floor,2,28.6216,77.057,Uttam Nagar,West Delhi,11000,0.0798,7.869,15.9482,16.1611,39,13.619,6.2538,0.3846,10.015,11151,Uttam Nagar
10919,900,Independent Floor,2,28.5762,77.2425,Lajpat Nagar,Delhi South,20000,0.8343,15.6187,3.5458,7.5655,51,6.518,6.8024,0.2222,6.891,11151,Lajpat Nagar
10920,1200,Apartment,2,28.5246,77.1491,Vasant Kunj,Delhi South,70000,3.0486,7.1496,7.4115,14.7492,51,13.186,7.0901,0.1667,8.09,5694,Vasant Kunj
10921,1000,Apartment,1,28.59,77.0444,Dwarka New Delhi 110075,Dwarka,17000,0.4437,5.5375,16.1923,18.1711,72,15.355,6.9078,0.1,10.086,5694,Dwarka New Delhi 110075
10922,720,Independent Floor,1,28.6928,77.2045,Vijay Nagar,North Delhi,15000,0.6419,19.2647,13.9658,5.8836,17,6.887,6.5793,0.1389,9.939,11151,Vijay Nagar
10923,1000,Independent Floor,3,28.6439,77.1333,Mansarover Garden,West Delhi,26000,0.8287,10.9561,11.2258,8.5451,39,7.219,6.9078,0.3,7.889,11151,Mansarover Garden
10924,650,Independent Floor,1,28.4959,77.1859,Chattarpur,Delhi South,12000,1.596,11.8705,8.1521,16.5143,51,15.278,6.477,0.1538,9.533,11151,Chattarpur
10925,1000,Independent Floor,2,28.5019,77.1856,Chattarpur,Delhi South,15500,1.1618,11.4894,7.5212,15.8705,51,14.627,6.9078,0.2,9.011,11151,Chattarpur
10926,1800,Independent Floor,3,28.5336,77.2109,Malviya Nagar,Delhi South,50000,0.9195,12.5726,3.6983,12.0192,51,10.878,7.4955,0.1667,7.302,11151,Malviya Nagar
10928,1400,Apartment,3,28.5002,77.1865,Chattarpur,Delhi South,20000,1.3314,11.6628,7.6758,16.0344,51,14.798,7.2442,0.2143,9.176,5694,Chattarpur
10930,500,Independent Floor,2,28.5915,77.3054,New Ashok Nagar,Delhi East,11500,0.469,21.974,9.9322,9.9763,49,8.748,6.2146,0.4,10.588,11151,New Ashok Nagar
10932,1100,Independent House,1,28.646,77.1633,Ranjeet Nagar,Delhi Central,27000,0.5915,12.6929,9.7927,5.6324,55,4.816,7.0031,0.0909,7.177,861,Ranjeet Nagar
10933,2100,Apartment,4,28.6037,77.0388,Sector 13 Dwarka,Dwarka,40000,0.8933,7.0305,17.0325,18.2823,72,15.435,7.6497,0.1905,10.81,5694,Sector 13 Dwarka
10934,1200,Apartment,3,28.6798,77.0825,Paschim Vihar,West Delhi,25000,0.2107,13.85,17.5207,14.1563,39,12.607,7.0901,0.25,11.434,5694,Paschim Vihar
10935,700,Independent Floor,2,28.4957,77.1816,Chattarpur,Delhi South,16500,1.3658,11.534,8.2879,16.6219,51,15.361,6.5511,0.2857,9.452,11151,Chattarpur
10937,1100,Independent Floor,2,28.6468,77.1721,Patel Nagar,Delhi Central,42000,0.3419,13.3015,9.5239,4.7835,55,4.153,7.0031,0.1818,6.988,11151,Patel Nagar
10940,1800,Independent Floor,3,28.5343,77.2113,Malviya Nagar,Delhi South,65000,0.9935,12.5967,3.6298,11.9444,51,10.805,7.4955,0.1667,7.291,11151,Malviya Nagar
10942,1200,Independent Floor,2,28.46,77.1036,DLF Phase 5,Other,20000,2.4566,10.6827,15.6357,23.1747,442,21.331,7.0901,0.1667,12.987,11151,DLF Phase 5
10943,675,Independent House,1,28.6489,77.1666,Patel Nagar,Delhi Central,18000,0.495,13.1446,9.9416,5.3441,55,4.671,6.5147,0.1481,7.231,861,Patel Nagar
10944,500,Apartment,1,28.6391,77.0806,vikaspuri,Other,14000,0.885,9.338,14.7978,13.706,442,11.603,6.2146,0.2,9.682,5694,vikaspuri
10945,680,Independent Floor,1,28.6463,77.1645,Patel Nagar,Delhi Central,18000,0.4857,12.7917,9.7724,5.5188,55,4.732,6.5221,0.1471,7.142,11151,Patel Nagar
10946,1700,Apartment,3,28.588,77.0585,Sector 10 Dwarka,Dwarka,27000,0.7395,4.4718,14.7957,16.9468,72,14.291,7.4384,0.1765,9.238,5694,Sector 10 Dwarka
10947,650,Independent Floor,2,28.6218,77.0558,Uttam Nagar,West Delhi,10000,0.0455,7.9294,16.0644,16.2743,39,13.718,6.477,0.3077,10.078,11151,Uttam Nagar
10948,1800,Independent Floor,2,28.5372,77.2012,Sheikh Sarai,Delhi Central,45000,0.8176,11.5694,3.3497,11.7371,55,10.549,7.4955,0.1111,6.868,11151,Sheikh Sarai
10950,850,Independent Floor,1,28.6008,77.2864,mayur vihar phase 1,Delhi East,7000,0.5238,20.3776,8.5569,7.8604,49,6.832,6.7452,0.1176,9.33,11151,mayur vihar phase 1
10952,800,Independent Floor,1,28.49,77.1808,Chattarpur,Delhi South,10000,1.9267,11.8456,8.9236,17.2647,51,16.005,6.6846,0.125,9.99,11151,Chattarpur
10953,765,Apartment,2,28.6459,77.168,Patel Nagar,Delhi Central,15000,0.1541,12.9714,9.5877,5.1709,55,4.436,6.6399,0.2614,6.971,5694,Patel Nagar
10954,900,Independent Floor,2,28.6687,77.1019,Paschim Vihar,West Delhi,22500,1.0936,12.727,15.3223,11.9963,39,10.599,6.8024,0.2222,10.285,11151,Paschim Vihar
10957,1100,Independent Floor,2,28.6518,77.1645,Patel Nagar,Delhi Central,30000,0.6689,13.2783,10.3268,5.6112,55,4.98,7.0031,0.1818,7.471,11151,Patel Nagar
10959,1100,Apartment,2,28.6499,77.1667,Patel Nagar,Delhi Central,27000,0.591,13.2332,10.0413,5.3594,55,4.716,7.0031,0.1818,7.306,5694,Patel Nagar
10962,1800,Independent Floor,3,28.5733,77.2219,South Extension,Other,50000,0.5578,13.5844,1.5556,7.5828,442,6.477,7.4955,0.1667,5.82,11151,South Extension
10963,1725,Apartment,3,28.5591,77.0579,Sector 22 Dwarka,Dwarka,33000,0.7767,2.6661,14.6972,18.3698,72,15.711,7.453,0.1739,9.127,5694,Sector 22 Dwarka
10964,780,Independent Floor,2,28.8492,77.0933,Narela Mandi,Delhi North,6000,12.3754,32.6247,33.2275,26.1438,8,26.338,6.6593,0.2564,26.093,11151,Other
10965,420,Apartment,1,28.5374,77.2989,Madanpur Khadar,Other,12000,0.9869,21.05,9.49,13.8605,442,12.566,6.0403,0.2381,11.347,5694,Other
10966,1200,Independent Floor,2,28.6354,77.0716,vikaspuri,Other,19000,0.9164,9.0129,15.3331,14.5919,442,12.338,7.0901,0.1667,9.964,11151,vikaspuri
10967,745,Independent Floor,1,28.6489,77.1666,Patel Nagar,Delhi Central,15500,0.495,13.1446,9.9416,5.3441,55,4.671,6.6134,0.1342,7.231,11151,Patel Nagar
10968,900,Independent Floor,2,28.6352,77.1175,Subhash Nagar,Delhi Central,18000,1.0371,9.4655,11.6399,10.1173,55,8.444,6.8024,0.2222,8.065,11151,Subhash Nagar
10969,1500,Independent Floor,2,28.5277,77.2604,Kalkaji,Delhi South,30000,1.9176,17.4568,6.7328,13.2216,51,12.11,7.3132,0.1333,9.832,11151,Kalkaji
10970,650,Independent Floor,2,28.7285,77.0881,Rohini sector 24,West Delhi,12000,2.0305,19.238,21.3939,16.1363,39,15.339,6.477,0.3077,14.7,11151,Rohini sector 24
10971,950,Independent Floor,3,28.7141,77.159,West Shalimar Bagh,Other,26000,1.1059,19.0841,17.0029,10.0379,442,10.399,6.8565,0.3158,11.808,11151,Other
10972,800,Apartment,1,28.5992,77.2961,Mayur Vihar,Delhi East,14000,0.5772,21.2618,9.3542,8.7518,49,7.644,6.6846,0.125,9.986,5694,Mayur Vihar
10973,1700,Independent Floor,3,28.6974,77.1502,Pitampura,North Delhi,28000,0.277,17.0456,15.5268,9.2524,17,9.245,7.4384,0.1765,10.525,11151,Pitampura
10975,450,Independent Floor,1,28.6055,77.034,Sector 14 Dwarka,Dwarka,9000,0.8638,7.4912,17.5379,18.6951,72,15.797,6.1092,0.2222,11.147,11151,Sector 14 Dwarka
10977,750,Independent Floor,2,28.7311,77.1247,Sector 15 Rohini,Other,12500,1.5901,19.9189,19.9356,13.6469,442,13.543,6.6201,0.2667,13.773,11151,Sector 15 Rohini
10978,1600,Apartment,3,28.5628,77.0509,Sector 23 Dwarka,Dwarka,29000,1.3766,3.4204,15.3592,18.7679,72,16.022,7.3778,0.1875,9.731,5694,Sector 23 Dwarka
10979,1800,Independent Floor,2,28.5581,77.257,East of Kailash,Delhi South,60000,0.6936,16.8708,4.9162,9.929,51,8.845,7.4955,0.1111,8.102,11151,East of Kailash
10981,850,Independent Floor,2,28.6442,77.1662,Patel Nagar,Delhi Central,21000,0.3165,12.7089,9.4924,5.3405,55,4.523,6.7452,0.2353,6.965,11151,Patel Nagar
10982,1500,Independent Floor,3,28.4943,77.1839,Chattarpur,Delhi South,17500,1.6186,11.811,8.3727,16.726,51,15.48,7.3132,0.2,9.632,11151,Chattarpur
10983,600,Independent Floor,3,28.5307,77.2455,Block S Greater Kailash II,Other,80000,1.4405,15.9706,5.4514,12.542,442,11.456,6.3969,0.5,8.851,11151,Other
10984,600,Independent Floor,1,28.6915,77.2024,Vijay Nagar,North Delhi,20000,0.872,19.0173,13.8187,5.7962,17,6.765,6.3969,0.1667,9.876,11151,Vijay Nagar
10985,450,Apartment,1,28.7069,77.1688,Shalimar Bagh,Delhi North,8000,0.7132,18.7481,15.985,8.8324,8,9.31,6.1092,0.2222,11.07,5694,Shalimar Bagh
10987,1000,Independent Floor,2,28.6691,77.0929,Paschim Vihar,West Delhi,21000,1.1728,12.6851,15.9627,12.8615,39,11.324,6.9078,0.2,10.671,11151,Paschim Vihar
10989,1350,Independent Floor,2,28.5568,77.257,East of Kailash,Delhi South,32000,0.6417,16.8635,4.9399,10.0542,51,8.969,7.2079,0.1481,8.125,11151,East of Kailash
10990,1750,Apartment,3,28.5246,77.1491,Vasant Kunj,Delhi South,45000,3.0486,7.1496,7.4115,14.7492,51,13.186,7.4674,0.1714,8.09,5694,Vasant Kunj
10991,900,Apartment,2,28.5572,77.25,Prakash Mohalla Amritpuri,Other,20000,0.6696,16.1788,4.2631,9.7885,442,8.714,6.8024,0.2222,7.725,5694,Other
10994,670,Independent Floor,2,28.8492,77.0933,Narela Mandi,Delhi North,6000,12.3754,32.6247,33.2275,26.1438,8,26.338,6.5073,0.2985,26.093,11151,Other
10996,900,Independent Floor,2,28.7157,77.1351,Prashant Vihar Sector 14,Other,21000,1.2721,18.4967,17.9647,11.7157,442,11.64,6.8024,0.2222,12.362,11151,Prashant Vihar Sector 14
10997,2000,Apartment,3,28.5266,77.1574,Vasant Kunj,Delhi South,40000,2.8108,7.7741,6.6518,14.1789,51,12.687,7.6009,0.15,7.854,5694,Vasant Kunj
10998,890,Independent Floor,2,28.4961,77.1838,Chattarpur,Delhi South,16000,1.4506,11.6885,8.192,16.5409,51,15.293,6.7912,0.2247,9.468,11151,Chattarpur
10999,3600,Independent Floor,4,28.558,77.2579,East of Kailash,Delhi South,85000,0.6142,16.9572,5.0032,9.9702,51,8.884,8.1887,0.1111,8.136,11151,East of Kailash
11000,2185,Apartment,3,28.5656,77.0524,72 Sector 23 Road,Other,35000,1.4331,3.3779,15.2091,18.4968,442,15.766,7.6894,0.1373,9.629,5694,Other
11002,1400,Apartment,3,28.6115,77.2971,Mayur Vihar,Delhi East,35000,0.648,21.7078,10.0388,8.1882,49,7.187,7.2442,0.2143,10.146,5694,Mayur Vihar
11003,450,Independent Floor,1,28.6005,77.2937,mayur vihar phase 1,Delhi East,10500,0.633,21.0622,9.1904,8.4714,49,7.392,6.1092,0.2222,9.839,11151,mayur vihar phase 1
11004,890,Apartment,2,28.6353,77.225,Rohini Sector 9,Other,24000,0.5294,16.3648,7.7693,0.8245,442,0.822,6.7912,0.2247,6.372,5694,Rohini Sector 9
11005,2200,Apartment,4,28.574,77.0415,Sector 19 Dwarka,Dwarka,35000,1.5908,4.7266,16.2929,19.0683,72,16.205,7.6962,0.1818,10.42,5694,Sector 19 Dwarka
11006,767,Apartment,1,28.6518,77.1645,Patel Nagar,Delhi Central,18500,0.6689,13.2783,10.3268,5.6112,55,4.98,6.6425,0.1304,7.471,5694,Patel Nagar
11007,900,Independent Floor,2,28.6985,77.1408,Pitampura,North Delhi,25000,0.0575,16.8385,15.9943,10.0304,17,9.846,6.8024,0.2222,10.73,11151,Pitampura
11008,1700,Apartment,3,28.5567,77.0597,Sector 22 Dwarka,Dwarka,36000,0.5379,2.4539,14.5365,18.3489,72,15.715,7.4384,0.1765,8.969,5694,Sector 22 Dwarka
11010,2200,Apartment,3,28.5627,77.0534,Sector 22 Dwarka,Dwarka,30000,1.258,3.1795,15.1134,18.5563,72,15.84,7.6962,0.1364,9.527,5694,Sector 22 Dwarka
11011,450,Independent Floor,1,28.7193,77.1736,Adarsh Nagar,Other,11000,0.4298,20.1842,17.2186,9.7517,442,10.408,6.1092,0.2222,11.896,11151,Other
11012,1000,Apartment,2,28.6298,77.3067,IP Extension,Delhi East,16000,0.3924,23.2516,11.9257,8.5147,49,7.655,6.9078,0.2,11.021,5694,IP Extension
11013,550,Independent Floor,1,28.5891,77.3022,New Ashok Nagar,Delhi East,10000,0.0575,21.6177,9.5586,9.876,49,8.659,6.3099,0.1818,10.277,11151,New Ashok Nagar
11014,1800,Independent Floor,3,28.5698,77.2437,Lajpat Nagar,Delhi South,54500,0.6296,15.6506,3.5301,8.278,51,7.221,7.4955,0.1667,7.022,11151,Lajpat Nagar
11015,1350,Independent Floor,3,28.6964,77.1269,Saraswati Vihar,West Delhi,45000,0.9198,16.217,16.3895,10.9881,39,10.493,7.2079,0.2222,11.129,11151,Other
11016,3150,Independent Floor,4,28.552,77.2362,Greater kailash 1,Delhi South,110000,0.6781,14.8286,3.2281,10.0566,51,8.979,8.0552,0.127,7.198,11151,Greater kailash 1
11017,900,Independent Floor,2,28.5762,77.2424,Lajpat Nagar,Delhi South,21000,0.8319,15.612,3.5394,7.5634,51,6.516,6.8024,0.2222,6.887,11151,Lajpat Nagar
11018,700,Independent Floor,2,28.66,77.187,Karol Bagh,North Delhi,25000,1.231,15.3567,10.5232,3.8719,17,4.05,6.5511,0.2857,7.746,11151,Karol Bagh
11019,720,Independent Floor,2,28.6209,77.0567,Uttam Nagar,West Delhi,13000,0.1117,7.813,15.9473,16.1983,39,13.648,6.5793,0.2778,10.018,11151,Uttam Nagar
11020,800,Apartment,2,28.6224,77.2778,Shakarpur,Delhi East,13500,0.485,20.3234,9.2106,5.9822,49,5.294,6.6846,0.25,9.0,5694,Other
11021,1800,Independent Floor,3,28.6634,77.0896,Paschim Vihar,West Delhi,45000,1.8342,12.0299,15.745,13.0351,39,11.364,7.4955,0.1667,10.661,11151,Paschim Vihar
11023,1400,Apartment,3,28.5962,77.0701,Sector 2 Dwarka,Dwarka,26500,1.1917,4.7911,13.8551,15.5653,72,13.061,7.2442,0.2143,8.851,5694,Sector 2 Dwarka
11026,750,Independent Floor,2,28.5992,77.2961,Mayur Vihar,Delhi East,17000,0.5772,21.2618,9.3542,8.7518,49,7.644,6.6201,0.2667,9.986,11151,Mayur Vihar
11028,1500,Apartment,3,28.6054,77.0401,Sector 3 Dwarka,Dwarka,26000,1.1166,7.0944,16.9535,18.1152,72,15.29,7.3132,0.2,10.82,5694,Sector 3 Dwarka
11029,1700,Apartment,3,28.5927,77.0378,Sector 12 Dwarka,Dwarka,32000,0.2869,6.2143,16.8781,18.6934,72,15.805,7.4384,0.1765,10.518,5694,Sector 12 Dwarka
11031,320,Independent Floor,1,28.7006,77.1446,Block DP Poorvi Pitampura,Other,19000,0.4634,17.1762,16.0596,9.8988,442,9.819,5.7683,0.3125,10.9,11151,Other
11032,700,Apartment,1,28.6,77.2441,Sundar Nagar,Other,100000,1.5178,16.3774,5.1081,5.1559,442,4.2,6.5511,0.1429,7.04,5694,Other
11033,500,Apartment,1,28.6041,77.2896,mayur vihar phase 1,Delhi East,15000,0.0743,20.7749,9.0022,7.9201,49,6.901,6.2146,0.2,9.443,5694,mayur vihar phase 1
11034,925,Independent House,3,28.6465,77.1655,Patel Nagar,Delhi Central,23000,0.4035,12.8636,9.7485,5.427,55,4.662,6.8298,0.3243,7.111,861,Patel Nagar
11035,540,Apartment,1,28.6249,77.1109,Hari Nagar,West Delhi,25000,1.8218,8.1662,11.4552,10.9002,39,9.026,6.2916,0.1852,8.086,5694,Hari Nagar
11039,2700,Independent Floor,3,28.5372,77.2012,Sheikh Sarai,Delhi Central,75000,0.8176,11.5694,3.3497,11.7371,55,10.549,7.901,0.1111,6.868,11151,Sheikh Sarai
11040,1650,Independent Floor,3,28.6964,77.1269,Saraswati Vihar,West Delhi,55000,0.9198,16.217,16.3895,10.9881,39,10.493,7.4085,0.1818,11.129,11151,Other
11043,1250,Apartment,2,28.6003,77.0486,Sector 4 Dwarka,Dwarka,27000,1.1762,6.1425,16.0067,17.443,72,14.701,7.1309,0.16,10.192,5694,Sector 4 Dwarka
11044,1100,Independent Floor,2,28.6517,77.1653,West Patel Nagar,Delhi Central,19000,0.7462,13.3122,10.2825,5.5331,55,4.914,7.0031,0.1818,7.468,11151,West Patel Nagar
11046,800,Independent Floor,2,28.6166,77.0948,Janakpuri,West Delhi,18000,1.0016,6.9129,12.3514,12.6184,39,10.49,6.6846,0.25,8.221,11151,Janakpuri
11047,550,Independent Floor,2,28.6041,77.2896,mayur vihar phase 1,Delhi East,10300,0.0743,20.7749,9.0022,7.9201,49,6.901,6.3099,0.3636,9.443,11151,mayur vihar phase 1
11048,1900,Independent Floor,3,28.5443,77.2282,Panchsheel Enclave,Delhi South,100000,0.4504,14.0949,3.2035,10.8251,51,9.734,7.5496,0.1579,7.143,11151,Panchsheel Enclave
11049,700,Independent Floor,1,28.5342,77.2094,Malviya Nagar,Delhi South,21000,0.8609,12.4238,3.6196,11.9612,51,10.814,6.5511,0.1429,7.216,11151,Malviya Nagar
11050,500,Independent Floor,2,28.5354,77.2639,Govindpuri,Other,14000,1.0166,17.6745,6.5032,12.5131,442,11.394,6.2146,0.4,9.427,11151,Govindpuri
11052,875,Apartment,1,28.645,77.1693,Patel Nagar,Delhi Central,12000,0.008,12.9694,9.4427,5.039,55,4.299,6.7742,0.1143,6.865,5694,Patel Nagar
11053,4500,Independent Floor,3,28.5649,77.1904,Safdarjung Enclave,Delhi South,80000,0.6949,10.408,1.7131,9.0111,51,7.722,8.4118,0.0667,5.457,11151,Safdarjung Enclave
11054,1440,Independent Floor,3,28.5382,77.2491,Chittaranjan Park,Other,47000,0.8473,16.1967,5.1422,11.8069,442,10.721,7.2724,0.2083,8.498,11151,Chittaranjan Park
11056,700,Independent Floor,2,28.6079,77.2899,mayur vihar phase 1,Delhi East,13500,0.3502,20.9211,9.2304,7.7404,49,6.756,6.5511,0.2857,9.561,11151,mayur vihar phase 1
11057,450,Independent Floor,1,28.5078,77.2312,Jawahar Park,Other,7800,3.331,15.2597,6.9342,14.8759,442,13.786,6.1092,0.2222,10.1,11151,Jawahar Park
11058,1200,Independent Floor,2,28.6708,77.1077,Paschim Vihar,West Delhi,23000,0.8494,13.0389,15.1159,11.5077,39,10.24,7.0901,0.1667,10.128,11151,Paschim Vihar
11059,550,Independent Floor,2,28.6066,77.2937,mayur vihar phase 1,Delhi East,11500,0.4723,21.2342,9.4846,8.1283,49,7.103,6.3099,0.3636,9.83,11151,mayur vihar phase 1
11060,750,Apartment,2,28.5123,77.204,Neb Sarai,Delhi South,12000,0.9856,12.6025,6.0613,14.4368,51,13.278,6.6201,0.2667,8.522,5694,Neb Sarai
11061,600,Independent Floor,1,28.6896,77.1372,Shakurpur,North West Delhi,18000,0.9968,15.7879,15.2528,9.7337,4,9.338,6.3969,0.1667,10.443,11151,Other
11062,1800,Independent Floor,3,28.668,77.102,Paschim Vihar,West Delhi,35000,1.1775,12.6456,15.2503,11.9611,39,10.554,7.4955,0.1667,10.259,11151,Paschim Vihar
11063,900,Independent Floor,2,28.5334,77.221,Sheikh Sarai,Delhi Central,19000,0.9957,13.5477,3.9239,12.0014,55,10.894,6.8024,0.2222,7.617,11151,Sheikh Sarai
11065,550,Apartment,2,28.6353,77.225,laxmi nagar,Other,11000,0.5294,16.3648,7.7693,0.8245,442,0.822,6.3099,0.3636,6.372,5694,laxmi nagar
11066,900,Independent Floor,2,28.6523,77.1632,Patel Nagar,Delhi Central,25000,0.5475,13.2458,10.4212,5.7407,55,5.097,6.8024,0.2222,7.489,11151,Patel Nagar
11067,1800,Apartment,3,28.5373,77.2136,Shivalik Block B,Other,50000,0.8503,12.7634,3.322,11.5892,442,10.457,7.4955,0.1667,7.131,5694,Other
11068,651,Independent Floor,2,28.6393,77.2786,Gurudwara Road,Other,16000,1.0223,21.151,10.6005,5.6716,442,5.335,6.4785,0.3072,9.611,11151,Other
11069,550,Independent Floor,1,28.5344,77.264,Govindpuri,Other,10000,1.1287,17.6991,6.5729,12.6225,442,11.502,6.3099,0.1818,9.506,11151,Govindpuri
11071,590,Independent Floor,2,28.5906,77.3055,New Ashok Nagar,Delhi East,12500,0.4216,21.9641,9.9134,10.0386,49,8.805,6.3801,0.339,10.584,11151,New Ashok Nagar
11073,1700,Apartment,3,28.6028,77.0545,Sector 4 Dwarka,Dwarka,28500,1.7839,6.0769,15.5188,16.8154,72,14.151,7.4384,0.1765,10.049,5694,Sector 4 Dwarka
11074,500,Apartment,1,28.6045,77.0318,Sector 14 Dwarka,Dwarka,11000,0.6258,7.5437,17.7116,18.9242,72,15.997,6.2146,0.2,11.201,5694,Sector 14 Dwarka
11075,510,Apartment,1,28.5308,77.2168,Khirki Extension,Other,16700,1.3204,13.2034,4.0905,12.295,442,11.176,6.2344,0.1961,7.727,5694,Khirki Extension
11076,1000,Independent Floor,2,28.6029,77.0492,Sector 4,Dwarka,16500,1.4445,6.3513,16.0176,17.3086,72,14.583,6.9078,0.2,10.281,11151,Sector 4
11077,930,Independent Floor,3,28.6216,77.0551,Uttam Nagar,West Delhi,12500,0.1158,7.9369,16.1205,16.344,39,13.779,6.8352,0.3226,10.129,11151,Uttam Nagar
11078,645,Independent Floor,1,28.645,77.1692,Patel Nagar,Delhi Central,11500,0.0034,12.9683,9.4483,5.0452,55,4.305,6.4693,0.155,6.866,11151,Patel Nagar
11079,1050,Apartment,2,28.5992,77.2961,Mayur Vihar,Delhi East,25000,0.5772,21.2618,9.3542,8.7518,49,7.644,6.9565,0.1905,9.986,5694,Mayur Vihar
11080,450,Apartment,1,28.6559,77.1304,Bali Nagar,Delhi Central,11000,0.3477,12.0584,12.4429,8.9704,55,7.823,6.1092,0.2222,8.455,5694,Bali Nagar
11082,680,Apartment,2,28.5901,77.3035,New Ashok Nagar,Delhi East,15000,0.2218,21.7593,9.7073,9.9115,49,8.69,6.5221,0.2941,10.4,5694,New Ashok Nagar
11083,1305,Independent Floor,3,28.6399,77.1189,Rajouri Garden,West Delhi,35000,0.7139,10.0015,11.887,9.9593,39,8.369,7.174,0.2299,8.14,11151,Rajouri Garden
11084,900,Independent Floor,2,28.6579,77.1685,Patel Nagar,Delhi Central,35000,1.1667,14.0545,10.7984,5.4113,55,5.038,6.8024,0.2222,7.858,11151,Patel Nagar
11085,1800,Independent Floor,3,28.6681,77.1096,Paschim Vihar,West Delhi,39000,1.0469,12.7856,14.7704,11.2463,39,9.968,7.4955,0.1667,9.962,11151,Paschim Vihar
11087,1000,Independent House,3,28.6455,77.1661,Patel Nagar,Delhi Central,26000,0.3101,12.8147,9.6193,5.3532,55,4.571,6.9078,0.3,7.024,861,Patel Nagar
11088,900,Independent Floor,2,28.7157,77.1351,Prashant Vihar Sector 14,Other,38000,1.2721,18.4967,17.9647,11.7157,442,11.64,6.8024,0.2222,12.362,11151,Prashant Vihar Sector 14
11089,2200,Independent Floor,2,28.6951,77.1409,Pitampura,North Delhi,32000,0.3184,16.4849,15.6506,9.7959,17,9.562,7.6962,0.0909,10.562,11151,Pitampura
11090,900,Independent Floor,3,28.6994,77.1397,Pitampura,North Delhi,37000,0.189,16.8957,16.1274,10.1756,17,9.981,6.8024,0.3333,10.847,11151,Pitampura
11091,3600,Independent Floor,4,28.532,77.246,Greater Kailash,Delhi South,100000,1.3445,15.9925,5.3749,12.4045,51,11.319,8.1887,0.1111,8.779,11151,Greater Kailash
